j	A	B	C	product
815	1193	2507.4942069205927	-1477.7619750485339	-4420637152.8285866
816	-2933	5574.8921919703944	11348.796232691313	-185565969378.78659
817	-2495	-864.64748546776718	-3582.393493549861	-7728281277.7541723
818	-1153	6570.9772457656227	16173.138898574642	-122533146832.49741
819	-2695	1166.7337485749315	-6523.3539001674462	20511691217.156696
820	-2085	-3583.7851202086076	8767.7631587384403	65514409518.993088
821	-2631	-5890.5770304089883	-4267.5544321949847	-66139020198.74395
822	1311	-1087.5857758241575	-1602.1437533127898	2284376540.3332872
823	4525	-2666.5444571074122	3405.2199454654428	-41087770927.926476
824	-3685	-7832.3068105291268	-5087.6512368349895	-146840047416.40271
825	4679	-13123.910044532176	10187.248194008453	-625566058720.71277
826	-1783	-10503.827132585686	-10927.318117771703	-204650351728.28064
827	-4551	5600.8292674166687	-3410.0949873564896	86921186494.659668
828	-3571	-3013.8194619853966	1284.244277834355	13821485502.974079
829	1717	4496.2220384564343	1270.7718138697635	9810375228.1311302
830	-1075	10293.273171879102	7806.7127327435728	-86383373737.455139
831	-7091	2907.0638524463438	10854.474407563937	-223754024479.79697
832	5295	1330.6048655169409	-910.78266715827863	-6416967337.0095539
833	161	-451.68833461656726	5837.2177858011482	-424493112.05449903
834	625	3866.680600136443	4465.7757792711427	10792330356.416834
835	-3609	4064.5484555196936	-1733.7147436586081	25431784209.390385
836	2347	-13989.456657147241	-939.32861975203514	30841215889.133221
837	7113	4272.3122901966517	2189.7589488693393	66544491238.648003
838	3353	6104.1917748476308	-4428.7632436221584	-90645069611.454147
839	161	-4578.3307365550381	-6667.0349794393942	4914346478.0568495
840	-5887	-2581.1440659009922	-3050.3558359840135	-46350752100.881744
841	4889	-3343.9948868558386	-3168.6435837359531	51803491709.814682
842	-197	3625.9429537162068	-1578.1609447812746	1127297346.8392756
843	-2849	656.8124252556629	2250.4102945770301	-4211099616.250731
844	-3583	1957.9721513801123	-202.60331272840219	1421346160.8087497
845	-1111	-1267.0980924118201	4872.7238486295037	6859557412.8207579
846	1377	599.5142371713132	-3942.1562004552652	-3254372562.6080403
847	4791	10311.364336702745	-1961.2452255547266	-96888939530.036163
848	-1729	2476.3714214344654	-226.6332489153084	970363386.21527338
849	6089	-5926.2946796022306	4296.5538074657552	-155042039132.16705
850	5399	3388.0174026702416	-5490.3658157696818	-100429255171.67795
851	681	7725.8917215228603	-450.24192916339001	-2368872387.7732296
852	4049	-5019.1614929462057	-4528.4789417733637	92030397693.848755
853	-1425	-3548.7626208832817	5942.7943306488787	30052632097.490444
854	-345	-3031.7569005388941	836.85912694063813	875317934.34402573
855	-1301	6106.3964550728533	4315.279701766588	-34282402084.24345
856	-955	5120.9735365666702	3091.7043965064759	-15120072259.513649
857	-5771	-5466.4606032614292	-2628.5916868100094	-82924035114.400833
858	3067	-14071.351331954544	676.97549274544053	-29216119324.735874
859	-4069	-6093.9549791184681	683.59255742753044	16950568052.657949
860	-6315	5090.9525139378775	1920.6844364363394	-61748785237.89106
861	-11043	6094.0397133334654	-2849.4431240183521	191757493786.20303
862	4653	5555.7276044331111	462.97183375495672	11968192531.624153
863	1651	-2279.7789630864581	-1684.1883741609697	6339141998.9487762
864	793	1480.8946732593674	-7636.9499663479282	-8968448190.4145718
865	-5629	-11885.464290239377	-2785.5159123487038	-186360146821.51614
866	-5629	-5653.8872739111675	-9968.2333971905082	-317246319277.89435
867	3953	7702.6614963813454	-7807.8595563776753	-237738555635.07281
868	-6779	-3666.697469570332	4781.8863622454019	118861159901.57446
869	-16951	10324.024155934918	-5330.7253913170362	932890448698.69385
870	-4055	7392.747388865916	-1213.1857636683801	36368386220.036156
871	9511	-326.6485896200025	-6507.8243083702828	20218213990.277313
872	2625	-7401.7641364260644	4652.9824436353074	-90405731269.139816
873	2321	-860.67853438818679	6026.8914170704293	-12039528502.557093
874	3209	-6542.0220024555574	-4348.829265692656	91296488802.138565
875	11269	1549.9857839271424	-5660.2217506920288	-98865903535.489777
876	2461	2941.2462653737548	-3729.6536828568951	-26996751545.93301
877	-3207	385.65825072384797	-428.70829215092886	530228992.29970604
878	-4791	515.74931308994189	651.79918084730002	-1610566418.1958413
879	-2553	-102.71015938370677	-4143.95090669195	-1086622815.741009
880	8925	-2421.5206189956025	1518.620761053998	-32820540506.543922
881	7873	-6507.1136075066106	11042.742098930104	-565725259082.30457
882	-119	-2344.1899162862956	-5774.9559669264245	-1610973631.8152895
883	-6385	-6000.2400296372043	8186.0966630090024	313621909083.48541
884	-4081	-5494.0298843872615	-4895.046606482264	-109752505485.58807
885	-1313	-8195.3371772863575	-6236.529260539025	-67108034119.348251
886	4353	-1093.7294858010598	3480.9514245973141	-16572825228.631468
887	-4913	1977.3064827707015	-2524.4194381700327	24523489671.561527
888	-7503	955.82612001595305	-7122.504751880736	51079494241.635498
889	-2819	-3744.058536995668	1725.2115916103614	18208747496.105602
890	7011	-6820.700161578422	-6315.2759044706845	301996044311.45099
891	-11081	3007.2430295220483	699.13070850851454	-23297314380.698307
892	4589	854.61948342866162	-8478.7096943542638	-33252217520.510445
893	-8919	-2914.2255563088356	-4041.3893170745932	-105043701154.81483
894	-8633	-15252.886864850543	1963.323753219998	258526883465.539
895	-3805	-1090.6659841822459	-6442.9754510084849	-26738245483.884312
896	1887	11020.171395538729	4071.5890780978775	84668953112.993103
897	655	-303.3945085014156	-552.0255987455123	109700405.56359431
898	3273	2005.6837813658851	5057.8185072865481	33202570629.390339
899	8171	3238.0080660891754	3059.6741686300502	80952136789.06488
900	-3249	3849.4800338426767	-6683.9600151883851	83596024762.153595
901	-4841	-13707.591632741476	95.163286378097212	6314888285.0749378
902	-271	-2206.8018962531778	1618.2017579193159	967754741.83997118
903	-2017	-1987.8618919928913	-1369.4492852064056	-5490830786.9577751
904	-5571	-606.37703722985384	-14629.382107258903	-49419903000.754913
905	6327	-6956.567942665245	-4503.5168021784039	198218713432.93085
906	2875	-6626.5101754886646	-4824.1027336149318	91905026824.218338
907	-4331	3534.5777077782004	5652.5234349788216	-86530276084.776093
908	-1931	10102.976296093771	2861.9079160436158	-55832524314.003517
909	219	4248.7738148585549	2546.863179081276	2369808983.1824389
910	9071	3261.6515648785071	1404.8238362381305	41563738030.935509
911	2155	-4123.4445504581754	-3957.3867257196671	35165429489.323326
912	537	7932.1814291594719	9692.1482721225584	41284494772.108566
913	-6747	-595.67769876226976	4891.0817217300946	19657440530.18071
914	-2647	1430.447527607442	66.794595194175884	-252910694.92492023
915	-459	-5243.9934643383031	-7509.7544932623523	-18075926497.986919
916	9131	3736.1977926740619	1642.1916327033061	56023732189.961426
917	-6847	-3244.1236153675609	-7371.887155438063	-163748149554.22034
918	7147	-1560.5885627736991	-2748.3379865090265	30653660448.449612
919	7131	2580.5306244869153	3704.9330924345777	68177303970.095085
920	1905	2579.7787477992215	6194.3806239397882	30442150487.343475
921	9541	-4235.6730293656083	-6383.2183799055301	257962172620.23349
922	5529	-8523.8787950022343	-6952.6461898925454	327667965738.86798
923	-4199	1298.316612670538	-3057.9792552801018	16670975901.726221
924	2311	6296.0786917893865	-8534.5808384005722	-124180181206.17812
925	2373	-1020.5978079451862	-212.07256706238624	513614011.44516385
926	1291	1060.2703246666163	5417.2513400533089	7415182330.7206087
927	-8229	-7546.0282138094217	-3625.3983650281607	-225123701852.28384
928	-5381	4603.0362198202647	7877.5363496532545	-195118208640.5174
929	-6013	-1404.8817454975758	-2015.0694580356369	-17022407930.891308
930	-8837	-2873.5297278905773	-465.31365876232917	-11815887582.330488
931	-5713	-11303.698378610718	151.03048355876294	9753250922.5243053
932	-6763	1104.6698197244775	1303.7752321800788	-9740350902.1408596
933	1297	2034.7611172053842	10805.768616102507	28517343694.568008
934	-4325	-1532.8089456158712	-7952.4451999978473	-52719929789.481705
935	-2221	-940.86922865721544	-7559.3834597874948	-15796621043.839241
936	2313	14561.937381285772	-3110.3344588775881	-104761542380.69626
937	8915	-9477.0991094481597	-2001.242463746521	169081650819.12619
938	-6251	-2612.5811722095086	10305.777148015555	168306170566.16968
939	-881	-1546.438761258875	-565.9362998467459	-771038716.6585474
940	-2181	1041.0908242580228	-3442.197993142162	7815920466.894454
941	-1207	-665.41390000448939	-1884.2265268944304	-1513325159.7555532
942	6837	539.43795637891765	7195.3029978679306	26537265427.093227
943	-1953	5572.8724509887643	72.106521929223348	-784794398.06096065
944	8483	5178.6258007976894	3895.1304705532884	171114182600.79553
945	-3715	3689.3869309457077	7763.2080541659425	-106403092022.89224
946	9929	-216.13000779270374	-10293.987204037736	22090431739.308189
947	5743	-856.7071302246618	9759.543931491311	-48017630028.517296
948	12779	-4746.2646402691798	1460.2805945215352	-88569691887.141251
949	-4303	-2786.6526882866028	4716.767651675761	56558602983.001549
950	11415	9583.7398989817193	-891.1075557091533	-97485732755.185333
951	-1047	-24.37075598538992	3421.0882890361818	87293109.767714962
952	999	-7354.397793361798	-881.69334634002462	6477839277.1441116
953	4111	-828.16400419385832	817.24215389501705	-2782368107.599637
954	2841	4934.7376981712541	2675.4375039449396	37508536342.193787
955	-2257	-2295.7768407110507	-1779.0867233650117	-9218459421.1951046
956	-2289	14896.829339204922	-913.96066564830755	31165000658.842632
957	-4157	2716.0248156875377	3816.2424884902366	-43087343666.005623
958	-9609	-5048.0537040077825	555.06824400804101	26924555458.108391
959	10195	-12310.81154373041	5994.9955948938723	-752424245632.29968
960	-8227	-1249.7506591419049	-4185.3259097538294	-43032259851.385872
961	-6945	-4115.3347180562887	-4644.8488383492577	-132754422869.42284
962	471	-397.55663346600153	-4032.8081316525022	755139993.01425374
963	4321	-441.03242637608247	-8086.2498385989884	15409975328.500834
964	10611	110.09817832243127	3905.0821281163062	4562119108.8674936
965	1715	-1779.6052751230629	1603.3269193188878	-4893390709.3738947
966	-8895	2299.5235248912722	4672.9393409293598	-95581524439.502838
967	4909	-1532.3141129722223	4908.0212348999421	-36918773676.367264
968	-1581	-1939.4425526421658	6197.4053528968225	19002847930.31847
969	9523	2238.7305998743514	277.56595570024837	5917548380.0061083
970	-1757	-3398.9560085618887	-3482.8268634959622	-20799322592.366848
971	4757	5026.1446061693978	4334.1056186374235	103625734385.03787
972	-10829	5538.4011197425198	2194.5582574790005	-131619390207.4747
973	3391	5183.453225680395	-4990.9687641107839	-87726706596.384079
974	6917	7533.8558276900631	12236.48120906385	637663602394.09143
975	-2463	-2070.8340833019465	-483.2742194838504	-2464922926.3850904
976	-9717	-834.3809390076417	2265.7625812985498	18370077023.349529
977	5845	-4683.3213483036079	-10011.243391815498	274047909565.22498
978	1697	6080.471186511505	18404.765281550848	189910667546.29437
979	7253	-1655.8745016008827	-665.41881573502269	7991718411.642415
980	-6091	-1750.7416881371962	-969.82515240830867	-10341990059.683212
981	1817	-4935.9811053597396	-522.68273891241915	4687773008.1621618
982	-1447	-1024.825431541457	-2512.8055833639946	-3726295685.0095911
983	10791	11392.530380931066	3022.5219056376391	371579156925.93677
984	-3633	6304.3293169112667	-3294.8497495344309	75464014324.644226
985	3779	-8799.5673513098682	-2308.7499740742423	76774167379.186356
986	-8349	2832.9453265127686	-3169.5528077866929	74967088776.708084
987	-1935	-6202.877305181114	-243.29468560758235	-2920160907.2041745
988	-5813	-1203.8451789000121	53.500927486289619	374396923.83915728
989	-2427	642.16782608736366	-1895.343112598938	2953970545.0278592
990	9205	1717.7198164991189	-4394.9025723978075	-69490489465.955093
991	-4305	-386.75364370340804	-4622.207847731851	-7695857905.0138817
992	1585	1228.6787022773458	-11590.569444026669	-22572121029.680302
993	-3111	4156.3241787729703	2432.2754927490705	-31450111443.684147
994	-5379	-5338.7278421414785	345.53864900463248	9922839279.350193
995	-13451	3176.5307506580439	-1670.463954155802	71374773870.469559
996	2545	12198.267634473463	-10918.281471984747	-338953584137.12726
997	10535	-3715.9559999595085	3941.8846237910038	-154315308542.36761
998	12333	-206.48066760864049	1575.6407940820015	-4012410364.7849841
999	1047	4531.8113341037779	-1001.4909141084004	-4751880565.7096472
1000	-2549	6760.3872169818123	5618.3991289404939	-96817529256.886017
1001	4295	-1016.8228055472731	2828.9196647764138	-12354610579.733931
1002	-4501	1154.1435266313858	-1225.4006121537475	6365711116.3972807
1003	-253	-6965.3923352303909	-4117.9098665019001	-7256763028.7893896
1004	-3981	-3129.8692206648993	10355.632842149726	129031282219.23412
1005	2563	1814.0787978552405	14532.063899623603	67566597991.053047
1006	-4625	-332.11999600144833	7629.0114165578734	11718580990.375196
1007	-2871	12087.535480988865	-3351.4838320805775	116307597016.98727
1008	2595	4987.7098714401609	3558.4734548092265	46057703096.416313
1009	7589	9053.238136315329	-4347.7175045914983	-298710036439.44696
1010	917	-4102.3341572493991	3475.613316365032	-13074702665.430576
1011	-3737	-3753.062670499562	-1738.1532133527669	-24377938104.183376
1012	-6581	1760.4288185179123	-8316.1200012982827	96345427427.493286
1013	-1239	-9550.4661004220816	-4216.3604482795317	-49892309127.754654
1014	1325	8304.3415158065673	-4271.1845699477244	-46996922333.303329
1015	-1927	7691.0907563653245	477.17308809084386	-7072054402.5324421
1016	2705	1832.4252953571925	828.61997212984966	4107229253.341897
1017	6317	-2967.8251306063412	-4099.0726162566461	76848394175.338593
1018	-9191	-201.61464617400156	2299.0790652387823	4260285960.7199988
1019	-9781	165.45053910436181	187.73821322199714	-303811441.77990341
1020	2223	-1621.0676252049759	-4514.4341496366787	16268365371.470909
1021	-12245	10389.668819355682	-3473.1944244532588	441864986038.37335
1022	-2549	1810.8639199336292	1292.8283344618283	-5967556136.9537239
1023	1359	-3083.3487076021238	-4829.4664246867551	20236772591.134464
1024	3845	-64.233712333336399	-651.30834656757509	160859239.18396336
1025	-5493	1462.6919732205054	-3794.2396450935385	30485072676.329887
1026	-2291	-2284.3348394241757	-129.1235352193512	-675756544.69888997
1027	-1031	2499.3332531918022	-1808.9294655423453	4661272210.4516201
1028	3985	3575.1982458353214	-1369.7745024648482	-19515403362.633068
1029	-4095	-112.71360816264738	12116.106311372796	5592336992.5757284
1030	-1703	4150.9396721567309	5113.3535196663825	-36146553036.274887
1031	-9093	4516.1476532660754	8079.4881081752756	-331786850331.05981
1032	-7005	1769.7288375415112	-6753.2340457960063	83719508227.773819
1033	-8159	-11790.097123884696	6580.7538974882127	633038269486.51343
1034	-4161	11330.350003827794	-411.06713249946466	19380000997.447655
1035	483	6897.3862488948189	6571.5589817810842	21892738407.938496
1036	-1481	-52.309003613554303	-2843.374167953898	-220275157.11638358
1037	-1695	2189.4916772219431	-7051.0767107216461	26167874046.215588
1038	-887	-3278.2811360625219	-2267.983563304645	-6594922818.711071
1039	3705	3675.5123497294917	6015.8503512522775	81922486023.864075
1040	327	528.95407012266367	2495.0125145043739	431557277.02918088
1041	4893	8593.9270663763891	7957.6168490371156	334618465979.92548
1042	-2329	3936.2056142434585	-4036.486605125875	37004179640.775009
1043	-273	1119.3758260575157	673.0319055282132	-205671551.14334217
1044	-2577	4082.0281716240202	-6785.286104729109	71377047715.549652
1045	1833	-2237.8885922056852	-3720.8493623952854	15263109343.823238
1046	3781	-11445.968664875722	-887.40984022520183	38404619812.397835
1047	7749	1581.5887406680943	-9687.4634208673288	-118726947225.53078
1048	-13407	14.711486312308992	5521.8031291395755	-1089103314.9763398
1049	5513	-1721.3795413262621	3221.3406245678343	-30570411105.26635
1050	-3803	-2896.1016366345184	6687.6039796972173	73656431099.397888
1051	-1529	-10622.303617927924	-2823.6228264904039	-45859876438.238625
1052	5273	-3484.860817863906	3367.5010651376924	-61880091976.93821
1053	-6309	-3232.4883114665681	-1292.7551636387323	-26364149866.721046
1054	7625	1796.5056313886464	-1375.3235508245932	-18839670843.288307
1055	-6729	-1991.2226842805578	2557.0241026670938	34261405990.662132
1056	917	10163.697559155988	-2264.4363916556658	-21104797756.715702
1057	4991	3744.4197773288106	1253.5535061465132	23426908226.91119
1058	-603	-15967.368602192038	11962.606167480006	115179839297.76248
1059	-971	147.26993536169871	9934.1568422230976	-1420575559.5823846
1060	3195	-9457.4199347010526	5762.6679910749817	-174127407779.06055
1061	-115	621.3631220300349	6312.7368007904943	-451087712.41570377
1062	5897	-2516.313075875596	6723.897651329492	-99773888032.506027
1063	63	-4638.3077288747472	-6992.971247510045	2043439812.8628578
1064	-1699	-7861.7873572101716	-5442.0557478452965	-72690500343.517624
1065	-801	6486.8244591448156	6050.3610584808202	-31437351710.749371
1066	5875	-5017.2790664175291	12714.87635244653	-374790237361.90131
1067	-2509	10010.267572947478	7477.2708538022716	-187797350242.56311
1068	-4745	-9479.6437983774831	-6835.0037858241312	-307444688932.07727
1069	-689	-7708.1394395567086	-1081.2124521833084	-5742219941.8524332
1070	5449	-1439.9987744076914	3422.1759189721142	-26852285824.614983
1071	-2971	-8584.3408144415662	-11329.712106452589	-288953844962.39355
1072	-4903	7723.1037766427935	-3150.548842993403	119299872819.32114
1073	-7505	-4039.1686949766026	-2464.4162085291237	-74706216970.632675
1074	-1029	-4910.4401763951073	9563.7146393591411	48323948010.107101
1075	-875	1454.4244824501282	-3471.7349310687787	4418204245.2832718
1076	-385	-4621.8071890992096	-6118.385491965365	-10887029250.191643
1077	-3105	-3197.3354519967133	-10523.50764256768	-104474506521.6387
1078	10029	6745.0134990564757	-4527.5668986268929	-306270614986.82104
1079	5179	8257.6155843376127	76.961040320710509	3291330558.4787774
1080	-7585	-1241.969510745	-4339.1302352170578	-40876076648.38501
1081	2397	-3288.9593424281302	10369.37138379365	-81748344808.140579
1082	10171	-4303.1006131063232	550.12540849359641	-24077248717.761791
1083	4825	3957.338468340703	7797.673539364333	148890011448.78885
1084	8423	1499.039596198659	3886.8677627349271	49077188004.50824
1085	6443	7743.4513242721978	-1696.3550059657121	-84632944095.185562
1086	895	-5013.6025251119727	-2115.0124111893456	9490429251.0169487
1087	707	-2096.8777520680587	4929.3334896952829	-7307700277.0356932
1088	-5311	14216.256113227138	-1462.3437829090524	110410664431.30637
1089	453	4432.6568899220629	-3408.1490043920594	-6843541290.2883644
1090	-5081	-14177.933369099823	-908.97907800321718	-65481107038.125694
1091	3585	2581.3163868492602	6240.3348035282461	57748178378.666992
1092	-7113	-531.03525990646813	3016.7697195172987	11395104897.978069
1093	4487	-1986.8407210049274	1369.2746068414015	-12207020564.884853
1094	2509	-8066.8080223221814	966.7352017798828	-19566354408.478642
1095	1661	-1639.9876689047076	-5793.1875989398077	15780756091.241417
1096	1273	11302.369855025829	1654.6439019148436	23806878836.48531
1097	5281	4351.6481014371957	-10687.811946177006	-245617179455.00653
1098	3619	-6080.3392037774838	-6692.8674619354033	147274859076.04849
1099	-4583	10678.229596861069	-4241.6921419908422	207581313864.63287
1100	3271	436.02367360480304	7926.8091520788976	11305480256.349773
1101	4811	-5995.161411844173	-3062.4239758604544	88328642011.082672
1102	-931	4511.9173814602063	5195.2630057561846	-21823196232.400455
1103	-6777	-3270.5314586733357	-2606.8495847339109	-57779235287.109337
1104	-6229	1907.066242409124	3391.1216195160514	-40283525813.163483
1105	-5423	3264.6579863384959	-3057.1458282369967	54124444252.700539
1106	-4071	708.5249646578975	720.73709937439708	-2078897787.6257145
1107	-6125	-7038.1430645877144	-9084.4841102726768	-391619630370.94672
1108	-601	3606.4008438142891	100.93215985248368	-218765097.70245749
1109	1729	-2237.3646272080578	3389.0153020997095	-13110078454.355581
1110	4095	-7550.8298412869108	2158.4534677138581	-66740780331.401146
1111	12355	-3184.9232792312896	-7019.7546243002989	276225428879.7923
1112	4033	2233.9099621126024	-3323.8264109590791	-29945544981.846409
1113	-4811	-9252.6042744037677	-2758.0299290699195	-122771714205.71722
1114	-7345	4962.4015306764513	-461.36533554260234	16816230947.401344
1115	4581	2513.9839763923992	3430.1383462624781	39503396116.892822
1116	-1829	2777.6874764721106	-1687.9611663448088	8575501695.7323074
1117	14527	-8338.4438104807832	1408.6856818864028	-170637721525.99542
1118	2711	3001.1896739533786	-1922.5511154203443	-15642308845.274855
1119	4293	3600.4460223550977	-5302.7151047835896	-81962554902.264694
1120	2241	-1278.1389833146934	8791.758286884482	-25182316445.295765
1121	1209	7157.7788961374436	-356.05135568510838	-3081181087.5137701
1122	-813	-4127.9597386016985	7931.6055787465239	26618716323.617363
1123	777	6076.5137408012642	6948.132717674388	32805269395.054638
1124	2673	-3586.2545757452153	-4210.3606245099591	40360763172.513046
1125	-4273	985.79794369469505	9947.4489520548195	-41901784586.86496
1126	-2869	6075.0462602008329	742.3543370776049	-12938722178.585377
1127	-20063	-1018.2355889277649	-5982.7160415287499	-122220072145.36407
1128	-5723	362.65033405507182	-15016.334481767959	31165619292.216518
1129	-5021	-2340.4143373375318	-4868.9399344777385	-57215986224.870842
1130	-3053	-5781.1967888616191	-163.3912627248657	-2883854773.4789472
1131	7485	216.13536865053752	-367.39593874161352	-594363316.10480762
1132	4295	2075.8955221731599	3652.6109705655517	32566574465.771439
1133	16847	-6859.5287352594014	3561.683441362452	-411596973606.17236
1134	6787	-6715.6518543453849	-2350.5917343920091	107137924206.55627
1135	-2613	498.80970288723813	-4373.7229302132318	5700665652.5192833
1136	-3611	353.99737231706268	-2594.2896356230067	3316240259.3982034
1137	-7597	6610.7583808488243	-14402.257408279374	723309183841.83484
1138	-1481	-669.54977539058609	-3310.7547125559831	-3282955024.8386359
1139	-5055	1380.6515544651186	3862.0540615746177	-26954023019.601376
1140	6733	666.55841185944109	-5582.891140833427	-25055668111.930882
1141	-109	-2194.868874740213	-3290.0534913196843	-787114724.47174597
1142	-5119	1760.2248817013362	-4303.575085499745	38777755662.379257
1143	-385	3030.9420096115564	-5376.0421269491208	6273371692.2844486
1144	8069	3491.935081510368	5548.7464396069108	156343833309.16293
1145	945	5654.4489788889287	7953.8850387535067	42501221093.12281
1146	-2103	-3934.2765333056259	-2356.8825030628759	-19500335682.044361
1147	-1675	3352.1390161906384	-823.76182470340609	4625284955.66644
1148	2053	-2205.1948244358409	-4476.3665775405689	20265697619.820793
1149	10047	2815.7124645511776	-1518.6696222778344	-42962348288.123466
1150	1171	-10269.333542645289	2699.9851123381286	-32468372831.847694
1151	7197	3920.6007795149435	-4484.4384332034142	-126535443203.25865
1152	367	-3192.1754611758988	-4686.9735898236349	5490922643.5855293
1153	2017	-1560.4430592676683	-7016.282379032803	22083142935.831367
1154	-2993	-10443.422731101606	-8400.037983897726	-262561366836.10117
1155	3681	-5332.147442090064	454.42540623050178	-8919295887.4934196
1156	2353	443.8599730824813	7023.0837335212736	7334926326.0251474
1157	5487	-5811.1610426775633	8120.8440645141627	-258939939712.90439
1158	-3931	-1154.0351617784625	3525.4208723870051	15993114871.579865
1159	179	-1643.1664814359922	848.18199620168184	-249473056.51057717
1160	-5731	-4116.1021880373119	-2793.6053121182922	-65899421858.089134
1161	-3071	5397.4872254495922	-3164.9623482206644	52461413443.541985
1162	-6019	4048.7990658143035	-3369.0897447340549	82103779047.554108
1163	-3893	771.15873568504139	-4791.9462096802408	14386002145.794495
1164	-5533	-10507.419025560173	3723.4293480315937	216471057913.37015
1165	3865	-4123.9957018842388	-2172.8488355502195	34633566434.694923
1166	2891	-3109.1375444800624	-427.79397121350763	3845233229.2113857
1167	-1899	9032.245309502825	9665.2417846019907	-165780487236.17169
1168	609	-6991.8068084796732	-2668.6107932040013	11362972367.881601
1169	-1299	6851.0048897584138	1455.3084017044537	-12951452144.062645
1170	5105	1416.9727643651893	10246.05206942831	74116313179.325485
1171	-2869	4434.7093537332503	-3725.9175713483955	47405524157.551796
1172	7587	1138.2259926939703	752.93281209516431	6502117400.7722702
1173	-917	-7005.1410879462992	-156.46689124955242	-1005098618.9454414
1174	6825	408.83730254570327	-5588.695213814698	-15594217793.468521
1175	3293	-4609.360420244423	-4984.9160892655991	75664166311.890839
1176	-1157	-5347.4215299059406	4757.0397106037208	29431646328.134541
1177	-4351	1084.324172528713	3149.6548866225839	-14859739386.721708
1178	5809	-1366.359604632388	13786.502532088178	-109425992745.58409
1179	-3003	-567.55503976282648	2244.0389329834861	3824667664.3338361
1180	-699	-7651.3788590106587	-111.62007957675793	-596979214.46317041
1181	-7515	-1249.6338508356059	5138.4043809306959	48254747263.502701
1182	-2721	-2624.3747817283329	-3409.0533691270584	-24343790274.579834
1183	-139	1639.1474100433791	792.63274917860667	-180594626.59250304
1184	-3839	4873.0855913941477	4594.2966716508263	-85949071105.819839
1185	4765	9032.0897337010665	-4349.043347474967	-187173725654.76273
1186	-921	5595.6687845960832	1622.2639479489083	-8360517246.9341602
1187	-13609	5847.9866110388512	-7025.1687159903968	559099807076.37402
1188	-281	2399.0929751248432	4478.7428736012416	-3019322678.8906608
1189	-465	-5974.57670947733	1571.0247522592333	4364586671.1100893
1190	2423	-678.99722406884848	-5069.6351208978185	8340615785.9207697
1191	3677	699.61362072640395	-2948.989989631652	-7586215655.3138075
1192	3327	-619.485037438159	-649.35838988952503	1338344992.1306641
1193	-7831	-12197.540124195797	-1084.5116752855376	-103591402075.65044
1194	1951	-8244.2574175690315	-5212.1345251402663	83834818683.218048
1195	-2135	8388.2274764235335	-4420.5727599701395	79167443708.127853
1196	-1177	-12055.129860812269	-4972.9231413997741	-70560248720.974838
1197	-7705	3801.6312496004421	4764.8629066111926	-139570309547.55945
1198	-2137	7108.8231280770515	-5181.4968073167393	78714993858.663025
1199	-1483	-1334.8950254284052	5864.4127793274192	11609480786.689301
1200	-3251	-3108.8010492726498	-2521.1651703893403	-25480690813.989227
1201	2323	8416.5937301730864	-7981.856052858976	-156059232013.18665
1202	9275	4335.5775517799475	-5338.4663726123408	-214672981809.93002
1203	-5235	6197.826929322141	63.691716617909357	-2066517487.7070355
1204	5417	2893.0012333642771	-6859.5760491182655	-107499075593.95581
1205	6205	6840.2460118457248	-7558.46360827634	-320809362176.35931
1206	-2843	-55.927276657235588	3438.7365906667328	546763407.8654927
1207	-5137	-3711.602218321028	2549.642554612542	48612761285.870728
1208	-1347	-6910.1548511384417	-11541.965827964494	-107432370749.53365
1209	2579	-7580.1510087465422	-285.35735294418276	5578510661.2477989
1210	-2357	-474.89615643440266	6497.7560321924257	7273134823.6270561
1211	-1449	1585.3780261122367	4109.4951105398586	-9440384604.4184093
1212	251	4078.0698245845037	-3276.3309596922927	-3353637711.9403548
1213	-237	-2753.2530460598819	3671.5991359423579	2395795436.6717582
1214	1701	-2629.5054558426546	2970.0269785971905	-13284303347.32024
1215	-3329	-3808.0467438963669	-2508.5865349773203	-31801320423.601536
1216	1025	5035.1547327404778	-4122.2149917713896	-21274890083.321247
1217	-2939	-4327.8687649258945	-8801.9517660171896	-111957361136.36
1218	3965	1144.2885154778007	20.082759623449036	91117568.292988554
1219	1443	-2927.4169298105362	10727.219654795341	-45314593108.513405
1220	10685	-3261.1360604978499	-3542.3942013139986	123435571891.26205
1221	-8067	3089.3278661880177	-5355.077061073277	133457130771.81725
1222	5519	-3586.4748513611703	5748.041920825076	-113775331812.92747
1223	5593	5777.1720124529556	-2721.3738039210457	-87932276710.409637
1224	2383	6538.9387446717019	3826.3092112635049	59622663695.13974
1225	-2387	-6358.0375227718368	2864.7784032609015	43477697806.091415
1226	-223	-11000.942883373058	-7722.5829535277799	-18945119758.402905
1227	-7255	663.54051590676659	-8315.6080238416562	40031224291.274055
1228	67	4903.8833187537357	-3534.1876620019384	-1161193342.7094502
1229	11175	-4162.5591057049596	-3946.9267562067862	183597605278.59491
1230	-1455	812.12316907851732	-680.26694283385859	803830093.60587037
1231	4141	-4069.9452165409348	258.14989196345056	-4350766156.2193747
1232	949	-1441.0819568696941	9950.4254165607053	-13608070225.903097
1233	5127	4551.0626464873576	-6343.5631197657121	-148016249851.32278
1234	-1309	5455.9964880770704	4933.3271787105068	-35233326431.907806
1235	303	-366.23386579864103	-68.663237521914439	7619481.2835180117
1236	3673	-1350.5252091100858	-1662.7456222590874	8248014896.2954807
